,id,amenity,est,nor,Ai,centers,label
47425,1290646407,library,512274.25,189308.342,20.86,False,106
47426,1290647987,cafe,529044.893,178903.414,120.58,False,82
47427,1290647991,pharmacy,529002.046,179004.598,116.96,False,82
47428,1290647993,mobile phone,529057.662,179097.542,115.1,False,82
47429,1290647997,cafe,529112.062,178868.031,127.38,False,82
47430,1290648022,bank,529002.134,179084.606,112.9,False,82
47431,1290648030,bureau de change,529052.034,179111.608,113.37,False,82
47432,1290648033,cafe,529072.574,178853.833,124.91,False,82
47433,1290648040,hairdresser,529069.454,178904.783,122.53,False,82
47434,1290648043,hotel,529080.415,179052.431,118.51,False,82
47435,1290648053,cafe,529055.897,179104.162,114.37,False,82
47436,1290649083,cafe,512228.55,189308.764,23.0,False,106
47437,1290659505,convenience,512221.233,189317.469,23.89,False,106
47438,1290665509,fast food,512022.558,189690.426,35.62,False,106
47439,1290667522,bank,512044.754,189712.646,36.06,False,106
47440,1290899327,place of worship,525919.248,178603.721,46.69,False,158
47441,1291086667,embassy,525535.277,179306.89,60.18,False,158
47442,1291086791,parking,525516.61,179434.255,73.51,False,158
47443,1291086838,dentist,525499.588,179487.411,78.32,False,158
47444,1291086846,dentist,525489.415,179506.51,79.18,False,158
47445,1291094233,hairdresser,512030.461,189684.003,35.72,False,106
47446,1292916822,restaurant,525868.244,179364.345,51.65,False,158
47447,1292917226,parking,526469.557,178066.251,42.95,False,93
47448,1292993306,dentist,523436.326,184628.038,14.98,False,65
47449,1293749895,restaurant,530469.308,183126.766,121.69,False,121
47450,1295894932,pub,526774.303,170388.636,20.56,False,9
47451,1295945015,place of worship,526417.883,170154.965,15.53,False,9
47453,1296074640,restaurant,526802.248,170300.56,20.66,False,9
47455,1296215806,restaurant,530095.045,188501.706,71.43,False,11
47456,1296827396,pub,527613.289,171271.866,18.96,False,123
47457,1296827402,bar,527547.199,171363.378,24.73,False,123
47459,1297116343,clothes,530342.396,180872.357,306.16,False,13
47460,1297120736,clothes,524663.957,181179.275,85.35,False,54
47465,1299473447,restaurant,533395.701,181686.658,234.17,False,52
47468,1302035262,bicycle,532490.375,177108.033,39.73,False,4
47469,1302605370,clothes,531084.539,181292.787,107.75,False,94
47470,1303010109,kindergarten,524099.097,183680.271,18.72,False,79
47471,1303405869,kindergarten,524978.563,187815.052,11.9,False,156
47472,1303405872,dentist,525098.785,187701.161,13.51,False,156
47473,1303471708,bicycle,538668.212,191672.044,25.62,False,163
47475,1304102315,car wash,524208.903,186074.253,29.33,False,65
47476,1304102423,veterinary,524603.161,186223.133,17.24,False,65
47480,1304575674,hotel,526177.451,178913.842,47.79,False,158
47481,1304651254,bank,524099.002,175010.795,48.66,False,154
47482,1304652368,sports centre,524157.384,174993.547,44.19,False,154
47483,1304653176,car rental,524182.982,174978.483,42.21,False,154
47484,1304653297,fast food,524237.606,174970.568,39.51,False,154
47485,1304814181,dentist,524846.451,187544.109,14.58,False,156
47486,1304814191,doctors,523729.695,185383.512,33.9,False,65
47487,1304814192,gallery,523707.84,185369.16,31.13,False,65
47489,1304896460,place of worship,526869.787,170076.099,15.78,False,9
47491,1305112903,parking,532320.185,197183.977,15.18,False,96
47493,1305571445,playground,523922.531,179229.67,39.79,False,151
47494,1306199271,sports centre,530043.683,179422.163,52.74,False,82
47496,1307629895,place of worship,527881.486,184175.928,53.49,False,98
47498,1309411223,cafe,531202.231,179740.904,107.67,False,72
47499,1309411242,books,531208.736,179747.17,107.73,False,72
47500,1309614849,cafe,537494.242,176763.075,30.51,False,58
47502,1311722489,restaurant,526464.739,185774.595,75.67,False,25
47503,1311769872,cafe,524275.593,177502.976,23.56,False,161
47504,1311769931,kindergarten,524144.552,178535.663,30.9,False,161
47505,1312012382,bicycle,524694.667,181463.007,55.95,False,77
47506,1312190793,parking,530243.609,182530.02,122.49,False,121
47508,1312335328,cafe,532191.77,181247.599,124.66,False,94
47510,1312678748,Health,511987.567,189719.403,33.78,False,66
47511,1312678754,fitness centre,511957.837,189743.289,30.36,False,66
47513,1312678756,pharmacy,512209.951,189331.861,25.17,False,106
47514,1312678757,hairdresser,512006.059,189741.195,34.13,False,66
47515,1312678765,butcher,512004.482,189706.559,35.04,False,106
47516,1312678766,laundry,512214.532,189326.221,24.7,False,106
47517,1312678768,computer,512008.801,189739.386,34.38,False,66
47518,1312678769,supermarket,511967.094,189737.085,31.48,False,66
47519,1312678772,convenience,512195.397,189396.046,27.78,False,140
47520,1312678775,bank,512027.249,189725.209,35.56,False,66
47523,1312678785,mobile phone,511999.538,189710.478,34.76,False,106
47524,1312678787,pet,512019.726,189730.15,35.24,False,66
47525,1312678790,optician,512016.94,189733.281,35.01,False,66
47526,1312678797,restaurant,512206.273,189336.786,25.53,False,106
47528,1312678804,hairdresser,512198.47,189345.18,26.09,False,140
47529,1312678807,convenience,512183.933,189361.035,26.83,False,140
47530,1312678813,restaurant,512188.76,189355.234,26.62,False,140
47531,1312678814,restaurant,512012.059,189737.156,34.65,False,66
47532,1312678937,fast food,512161.951,189398.298,27.74,False,140
47533,1312678942,bank,511993.935,189714.715,34.35,False,66
47534,1312679006,dry cleaning,512193.247,189350.404,26.39,False,140
47544,1312974187,shelter,528687.922,187212.756,25.77,False,103
47545,1312974190,playground,528697.58,187017.389,21.45,False,103
47546,1312974191,cafe,528757.712,187229.938,27.15,False,103
47547,1313193709,playground,535632.446,170716.589,12.3,False,155
47553,1313267830,restaurant,528001.67,181652.151,146.0,False,133
47554,1313298814,copyshop,525538.774,184869.165,27.32,False,25
47555,1313298816,restaurant,525540.021,184772.525,31.73,False,25
47556,1313370925,hotel,530299.235,182794.253,127.44,False,121
47557,1313828780,convenience,515130.757,188026.481,34.89,False,97
47559,1313987219,cafe,528812.906,174201.918,33.87,False,101
47560,1313987229,fast food,528807.872,174180.705,33.1,False,101
47561,1314260115,florist,529585.736,196163.297,19.27,False,96
47562,1314261622,bakery,529553.957,196134.029,21.97,False,127
47563,1314262932,pharmacy,529549.343,196129.838,22.24,False,127
47564,1314263144,library,529530.838,196112.595,22.86,False,51
47565,1314268612,restaurant,529453.261,175261.961,73.18,False,160
47566,1314268636,convenience,529390.416,175190.895,56.93,False,160
47567,1314268642,fast food,529425.279,175224.128,65.89,False,160
47568,1314268648,cafe,529404.505,175204.862,60.8,False,160
47569,1314268652,cafe,529409.531,175209.207,62.04,False,160
47570,1314268679,bank,529443.873,175245.71,70.47,False,160
47571,1314268716,dry cleaning,529384.158,175185.484,55.27,False,160
47572,1314275406,butcher,529558.769,196138.314,21.65,False,127
47574,1314592576,pub,530120.043,171858.316,14.11,True,105
47576,1314925429,cafe,528890.87,174378.31,28.12,False,101
47577,1314925438,bar,528885.842,174370.984,28.44,False,101
47578,1314925443,hotel,529003.878,174563.59,19.26,False,160
47579,1314925444,hairdresser,528869.093,174344.076,29.57,False,101
47580,1314925446,convenience,529052.825,174654.149,18.17,False,160
47581,1314925449,cafe,528827.693,174255.559,33.74,False,101
47582,1314925457,fast food,528823.743,174245.144,34.18,False,101
47583,1314925459,cafe,528906.955,174399.269,26.89,False,160
47584,1314925467,restaurant,528897.456,174387.835,27.63,False,160
47585,1314925482,dry cleaning,528872.309,174349.144,29.37,False,101
47586,1314925484,bar,529054.92,174659.832,18.1,False,160
47587,1314925497,dentist,528825.522,174250.385,34.0,False,101
47588,1314925506,restaurant,528902.748,174395.19,27.19,False,160
47590,1315251275,convenience,529220.275,195964.908,15.24,False,51
47591,1315533256,restaurant,540194.029,190564.192,41.09,False,116
47592,1315559710,bank,540250.932,190397.488,66.03,False,116
47593,1315559717,fast food,540281.217,190391.65,66.94,False,116
47594,1315559718,restaurant,540185.382,190411.812,58.83,False,116
47596,1316301006,pub,525474.362,172183.477,21.69,False,57
47597,1317892896,embassy,526455.07,179451.619,37.49,False,93
47601,1319476810,place of worship,512257.363,189340.822,23.43,False,106
47603,1319497235,restaurant,511010.49,187795.858,12.54,False,106
47604,1319497245,restaurant,511013.194,187791.1,12.53,False,106
47609,1319508628,cafe,511062.236,187771.946,12.31,False,106
47610,1319513716,bar,511032.871,187818.142,12.98,False,106
47613,1319513720,pharmacy,511040.006,187806.327,12.99,False,106
47615,1319513723,fast food,511037.425,187809.62,13.02,True,106
47616,1319523744,convenience,511021.777,187841.364,12.59,False,106
47620,1319881901,bicycle rental,531680.391,181521.636,121.75,False,94
47621,1319881904,bicycle rental,530899.551,180976.618,101.59,False,94
47622,1319881926,bicycle rental,532461.778,181845.856,89.72,False,52
47623,1319954811,bicycle rental,532481.433,179649.667,63.29,False,72
47624,1320961187,car repair,516641.432,190425.739,15.15,False,49
47625,1320961191,car dealer,516636.299,190422.65,15.2,False,49
47627,1320961198,townhall,516665.788,190401.087,13.53,False,49
47628,1320961201,pub,516491.371,190453.426,13.4,False,35
47630,1320961212,pharmacy,516594.632,190456.537,16.2,False,35
47631,1320961222,parking,516558.579,190537.273,13.42,False,35
47632,1320961226,hairdresser,516619.154,190457.102,16.11,False,49
47634,1320961229,fast food,516630.621,190443.28,15.78,False,49
47635,1320961235,parking,516676.548,190385.758,12.59,False,49
47636,1320961239,fast food,516512.012,190493.199,14.05,False,35
47637,1320961248,fast food,516529.928,190522.517,13.68,False,35
47638,1321011851,car dealer,539246.317,194715.73,12.17,False,134
47639,1321604685,hairdresser,539078.576,194599.91,14.45,False,134
47641,1321604690,restaurant,539082.965,194602.524,14.43,False,134
47642,1321604700,restaurant,539073.105,194596.143,14.43,False,134
47643,1321604704,funeral directors,539100.336,194615.788,14.22,False,134
47644,1321836824,cinema,538855.817,184560.845,80.57,False,107
47645,1321836901,theatre,538850.468,184543.795,83.08,False,107
47646,1321837015,restaurant,538868.363,184559.864,80.59,False,107
47647,1321888821,clothes,538762.183,184431.997,93.66,False,107
47648,1321888824,supermarket,538717.533,184427.716,88.3,False,107
47649,1321888855,shoes,538786.701,184427.382,96.17,False,107
47650,1321888857,variety store,538771.938,184432.542,94.63,False,107
47651,1321888862,bakery,538779.905,184430.724,95.46,False,107
47652,1321888877,pharmacy,538795.844,184423.18,96.89,False,107
47653,1321888898,variety store,538733.795,184428.628,90.44,False,107
47654,1321939391,clothes,538767.98,184417.411,94.94,False,107
47655,1321939395,sports,538774.092,184380.91,94.15,False,107
47656,1321939408,pawnbroker,538758.592,184416.876,93.89,False,107
47657,1321939413,bank,538822.659,184466.514,93.34,False,107
47658,1321939416,clothes,538778.956,184414.183,96.01,False,107
47659,1321939419,bank,538694.558,184416.972,85.22,False,107
47660,1321939429,clothes,538828.0,184475.764,92.19,False,107
47661,1321939435,pharmacy,538724.605,184417.793,89.5,False,107
47662,1321939437,supermarket,538706.464,184417.298,86.95,False,107
47663,1321939450,mobile phone,538774.243,184416.269,95.59,False,107
47664,1321939455,jewellery,538802.065,184426.589,96.97,False,107
47665,1321939459,shoes,538740.779,184418.615,91.69,False,107
47666,1321939464,clothes,538788.13,184409.137,96.66,False,107
47667,1321975564,mobile phone,538826.818,184413.166,97.58,False,107
47668,1321975566,clothes,538825.313,184410.332,97.7,False,107
47669,1321975568,bar,538833.058,184522.219,86.03,False,107
47670,1321975571,electronics,538833.331,184488.15,90.6,False,107
47671,1321975586,restaurant,538812.627,184517.207,86.15,False,107
47672,1321975589,clothes,538812.974,184429.403,97.02,False,107
47673,1321975594,clothes,538842.448,184495.277,89.55,False,107
47674,1321975602,clothes,538819.303,184439.792,96.23,False,107
47675,1321975603,cafe,538818.518,184396.692,97.72,False,107
47676,1321975604,travel agency,538823.634,184407.037,97.78,True,107
47677,1321975605,clothes,538827.12,184453.649,94.73,False,107
47678,1322039086,pharmacy,538870.604,184370.641,93.59,False,107
47679,1322039090,perfume,538828.245,184381.279,97.18,False,107
47680,1322039092,gift,538834.381,184378.197,96.91,False,107
47681,1322039109,fast food,538843.635,184383.647,96.8,False,107
47682,1322039112,mobile phone,538832.113,184389.82,97.46,False,107
47683,1322039118,bakery,538845.805,184372.289,96.07,False,107
47684,1322039143,jewellery,538808.614,184391.414,97.26,False,107
47685,1322039147,butcher,538852.511,184368.666,95.34,False,107
47686,1322039163,mobile phone,538860.344,184364.696,94.32,False,107
47687,1322039166,convenience,538856.746,184377.217,95.51,False,107
47688,1322039168,clothes,538849.855,184380.746,96.27,False,107
47689,1322039178,beauty,538824.281,184383.385,97.28,False,107
47690,1322039182,shoes,538839.857,184375.376,96.57,False,107
47692,1322060900,bank,538854.184,184328.049,90.66,False,107
47693,1322060903,convenience,538856.747,184333.037,91.14,False,107
47694,1322060939,optician,538859.23,184337.379,91.48,False,107
47695,1322111767,bookmaker,538827.228,184292.601,86.09,False,107
47696,1322111770,bookmaker,538841.061,184311.074,88.87,False,107
47697,1322111771,optician,538848.55,184319.636,89.82,False,107
47698,1322111773,cafe,538837.315,184305.408,88.06,False,107
47699,1322111786,mobile phone,538844.299,184314.969,89.34,False,107
47700,1322154184,pub,538807.976,184268.315,81.79,False,107
47701,1322154216,convenience,538800.38,184256.779,79.62,False,107
47702,1322154221,hairdresser,538820.466,184284.615,84.75,False,107
47703,1322524169,bicycle rental,533883.021,182177.207,132.42,False,52
47704,1322525370,bicycle rental,534083.168,182078.868,98.2,False,52
47706,1323406087,cafe,522098.004,190383.087,17.86,False,27
47707,1323406122,restaurant,522022.019,190204.028,25.57,False,27
47709,1324709953,pub,521806.485,190098.919,32.97,False,27
47710,1324709955,cafe,521803.318,190054.146,34.26,False,27
47711,1324709957,supermarket,521805.106,190070.901,33.99,False,27
47713,1326349353,restaurant,531199.959,174593.246,31.94,False,50
47714,1326726602,cafe,528768.54,180916.34,223.13,False,13
47715,1327234054,clothes,527913.448,178593.826,98.6,False,81
47716,1327234066,hotel,527880.551,179162.855,66.18,False,144
47717,1327234075,clothes,527816.214,179493.75,107.57,False,144
47718,1330698035,clothes,529545.071,181020.741,393.84,False,13
47719,1330698039,restaurant,529538.989,181029.989,393.16,False,13
47720,1330788574,erotic,529549.229,180923.883,389.27,False,13
47721,1330788636,shoes,529559.022,180912.071,388.82,False,13
47722,1330788640,cafe,529553.404,180936.296,391.7,False,13
47723,1330788643,erotic,529570.239,180951.358,396.02,False,13
47724,1330788650,copyshop,529440.638,181030.699,382.82,False,13
47725,1330788657,restaurant,529565.563,180958.571,395.85,False,13
47726,1331147465,restaurant,537498.039,169584.077,29.35,False,86
47727,1331703647,shoes,528589.637,181073.479,247.3,False,13
47728,1331703652,clothes,528615.039,181054.649,246.75,False,13
47729,1331703654,clothes,528568.593,181066.938,244.61,False,133
47730,1331703657,clothes,528587.886,181053.517,244.33,False,133
47731,1331703661,clothes,528594.718,181069.713,247.3,False,133
47732,1331703662,shoes,528597.222,181046.754,243.92,False,133
47733,1331703668,clothes,528599.798,181065.947,247.23,False,133
47734,1331703678,shoes,528615.887,181033.229,242.74,False,133
47735,1331703679,chemist,528584.557,181077.245,247.25,False,13
47736,1331703687,jewellery,528620.555,181029.842,242.34,False,133
47737,1331703689,clothes,528604.878,181062.181,247.11,False,133
47738,1331703690,shoes,528640.441,181035.819,244.88,False,13
47739,1331703693,clothes,528620.12,181050.883,246.52,False,13
47740,1331703703,clothes,528635.361,181039.585,245.4,False,13
47741,1331703712,clothes,528606.557,181039.992,243.39,False,133
47742,1331703716,clothes,528592.554,181050.13,244.15,False,133
47743,1331703718,clothes,528625.2,181047.117,246.21,False,13
47744,1331703728,clothes,528583.218,181056.893,244.47,False,133
47745,1331703730,clothes,528569.316,181088.543,246.94,False,13
47746,1331746862,clothes,528653.231,181006.166,238.25,False,13
47747,1331746865,clothes,528657.898,181002.79,237.51,False,13
47748,1331746881,clothes,528658.57,181023.17,242.69,False,13
47749,1331746884,jewellery,528698.191,180994.197,236.37,False,13
47750,1331746900,clothes,528671.896,180992.64,235.23,False,13
47751,1331746903,dentist,528643.895,181012.929,239.62,False,133
47752,1331746904,shoes,528648.563,181009.553,238.95,False,133
47753,1331746911,clothes,528690.568,180979.115,232.1,False,13
47754,1331746912,shoes,528691.591,180999.026,237.46,False,13
47755,1331746913,clothes,528685.9,180982.491,232.9,False,13
47756,1331746916,chemist,528678.378,181008.683,239.61,False,13
47757,1331746924,clothes,528662.561,180999.403,236.75,False,13
47758,1331746926,fast food,528639.227,181016.315,240.26,False,133
47759,1331746938,clothes,528681.232,180985.878,233.69,False,13
47760,1331746944,clothes,528684.984,181003.854,238.54,False,13
47761,1331746946,clothes,528671.778,181013.512,240.67,False,13
47762,1331753901,hairdresser,515322.786,188036.895,54.61,False,97
47763,1331753902,dry cleaning,515334.814,188086.524,61.12,False,97
47764,1331753907,fast food,515347.594,188080.862,62.24,False,97
47765,1331753909,bakery,515335.581,188066.226,59.25,False,97
47769,1332667784,convenience,516640.789,190469.305,15.31,False,49
47770,1332679778,laundry,516582.449,190452.396,16.03,False,35
47772,1332679786,convenience,516565.398,190450.513,15.66,False,35
47773,1332679789,hairdresser,516533.137,190463.121,14.89,False,35
47774,1332679791,convenience,516609.874,190455.987,16.25,False,49
47775,1332679792,confectionery,516606.886,190456.663,16.26,False,49
47777,1334028286,convenience,540593.167,183080.013,13.21,False,55
47778,1334033135,doctors,540748.832,182881.548,12.85,False,55
47780,1334044845,clothes,529153.391,179188.1,110.28,False,82
47781,1334044864,cafe,529416.735,179200.203,109.97,False,82
47782,1334044883,boutique,529141.941,179185.517,110.04,False,82
47783,1334044904,pharmacy,529170.761,179226.129,106.55,False,82
47784,1334044905,chemist,529163.284,179190.176,110.39,False,82
47785,1334044919,cafe,529165.298,179237.217,104.81,False,82
47786,1334056276,bakery,540371.015,182306.329,22.03,False,55
47787,1334631313,restaurant,529976.164,179043.976,64.18,False,82
47788,1334631332,restaurant,529974.199,179059.706,64.51,False,82
47790,1335567734,playground,531858.976,190174.947,11.6,False,117
47792,1337361591,bicycle rental,527078.753,181697.675,97.9,False,133
47793,1337361592,bicycle rental,526750.903,181724.904,73.57,False,29
47794,1337361593,bicycle rental,527027.847,181693.832,95.92,False,133
47798,1337501874,convenience,542596.96,183961.269,16.16,False,33
47804,1337582867,convenience,542771.746,183845.722,12.37,False,33
47807,1338781219,cafe,544534.666,184440.019,47.69,False,44
47808,1340912562,theatre,529134.499,184874.052,54.7,False,98
47809,1340912564,pub,529137.096,184873.928,54.38,False,98
47810,1340967807,restaurant,527846.68,181729.2,118.87,False,133
47812,1341723156,hospital,549334.31,184018.617,27.7,False,8
47813,1342092287,gallery,527997.489,180881.141,101.55,False,133
47814,1342102312,electronics,528234.435,180989.274,159.1,False,133
47815,1342102318,restaurant,528249.82,180940.624,150.41,False,133
47816,1342105552,restaurant,528121.265,180758.323,86.45,False,133
47817,1342133409,pharmacy,533682.812,187712.015,23.27,False,61
47818,1343966780,restaurant,531093.404,183136.334,102.06,False,121
47819,1343966819,beauty,531089.816,183151.331,103.32,False,121
47820,1343966821,clothes,531167.646,182824.879,88.71,False,43
47821,1343966847,deli,531168.609,182817.749,88.44,False,43
47822,1343966881,cafe,531153.691,182899.763,90.16,False,43
47823,1343966902,bicycle rental,531177.455,182804.157,88.23,False,43
47824,1343966905,art,531154.416,182894.529,90.08,False,43
47825,1344022045,convenience,531075.866,183444.58,98.31,False,43
47826,1344022052,alcohol,531096.456,183390.309,109.7,False,43
47827,1344022054,restaurant,531096.616,183401.607,108.18,False,43
47828,1344022055,furniture,531102.905,183259.394,118.09,False,43
47829,1344022056,convenience,531077.128,183450.555,97.64,False,43
47830,1344022066,hardware,531102.939,183271.791,118.9,False,43
47831,1344022068,fast food,531108.872,183185.851,110.67,False,121
47832,1344022072,hairdresser,531104.999,183246.573,117.47,False,43
47833,1344022075,dry cleaning,531074.762,183440.579,98.65,False,43
47834,1344022092,clothes,531102.502,183280.359,119.17,False,43
47835,1344022126,beauty,531076.43,183447.499,97.99,False,43
47836,1344022127,tattoo,531077.85,183454.001,97.2,False,43
47837,1344322846,pharmacy,525727.755,183858.721,42.01,False,6
47838,1344322847,car repair,525689.385,183773.784,49.28,False,6
47839,1344322848,restaurant,525722.157,183862.855,42.23,False,6
47840,1344322849,musical instrument,525748.919,183899.036,37.96,False,6
47841,1344322854,alcohol,525733.922,183854.055,41.69,False,6
47842,1344428619,cafe,532055.735,178461.91,38.57,False,132
47844,1345247428,bicycle rental,526504.512,178041.985,44.6,False,158
47845,1346356021,pub,531742.997,180071.019,73.27,False,72
47847,1348711779,tattoo,531677.419,182967.163,82.69,False,43
47854,1348978164,garden,518954.358,177249.365,12.55,False,118
47855,1349471315,books,531621.336,183022.426,93.18,False,43
47856,1349555287,restaurant,531578.223,182795.275,85.91,False,43
47857,1351417902,playground,532909.368,177670.579,16.66,False,4
47858,1352350594,boutique,527730.581,178469.993,90.76,False,81
47860,1352499342,grave yard,528348.792,187451.721,25.86,False,103
47861,1354605715,toys,530047.062,181231.984,324.72,False,13
47862,1354712726,sports,530914.572,185473.662,60.98,False,56
47863,1354712742,convenience,530858.862,185545.656,60.62,False,56
47864,1354725624,restaurant,525208.915,177301.679,85.16,False,161
47865,1356415942,hotel,525960.1,180987.379,75.23,False,29
47866,1357209872,pub,526069.125,175105.583,54.73,False,162
47867,1358181693,dry cleaning,525431.688,181089.165,93.64,False,54
47868,1358184599,hairdresser,525380.004,181121.382,91.68,False,54
47869,1358185973,art,525331.804,181116.521,90.64,False,54
47870,1358286174,clothes,530285.302,181018.509,327.33,False,13
47872,1360237597,parking,528002.254,179485.311,85.4,False,144
47874,1360451433,tailor,526439.243,178508.388,52.1,False,93
47875,1360472219,cafe,526333.841,178716.681,57.08,False,93
47876,1360472222,books,526339.354,178704.746,56.72,False,93
47877,1360472223,restaurant,526307.171,178705.404,56.55,False,158
47878,1360475630,playground,530630.846,183601.307,70.33,False,121
47879,1360505690,hairdresser,526301.728,178777.127,57.31,False,158
47880,1360505691,restaurant,526303.991,178771.32,57.49,False,158
47881,1360505693,pharmacy,526307.479,178762.894,57.67,False,158
47882,1360505695,cafe,526290.289,178744.675,57.33,False,158
47883,1360505696,restaurant,526296.339,178730.126,57.21,False,158
47884,1360505698,stationery,526293.643,178737.148,57.33,False,158
47885,1360505699,cafe,526317.462,178734.868,57.58,False,158
47886,1360505700,bar,526273.474,178785.483,56.37,False,158
47887,1360505702,dry cleaning,526285.645,178756.855,57.2,False,158
47888,1360505703,pub,526293.886,178798.664,56.44,False,158
47889,1360505704,bureau de change,526313.066,178747.165,57.76,False,158
47890,1360505706,fast food,526310.921,178753.511,57.77,False,158
47891,1361013342,convenience,529910.556,178961.85,67.38,False,82
47892,1361013345,cafe,529945.465,178962.964,64.47,False,82
47894,1361440449,hotel,529472.556,176362.134,23.77,False,62
47895,1361442558,hotel,529023.413,175995.823,23.88,False,160
47896,1362797120,hotel,525724.631,181000.266,86.27,False,54
47898,1364157095,bank,527411.85,185008.676,26.45,False,25
47899,1366624662,hotel,525384.044,178861.775,53.29,False,158
47900,1366736528,restaurant,526045.602,182145.544,43.63,False,29
47901,1366736658,parking,526009.992,182134.156,43.47,False,29
47902,1368201670,pharmacy,524298.17,174953.396,35.89,False,154
47903,1368217299,pharmacy,526192.405,177314.534,29.63,False,149
47904,1368247051,bar,526662.803,177685.516,37.03,False,93
47905,1368258354,bar,526894.231,177864.799,39.87,False,93
47906,1368268314,pub,525813.369,176970.336,30.86,False,149
47907,1369463446,shelter,549035.249,184765.921,24.47,False,8
47908,1369463448,shelter,549034.814,184771.283,24.13,False,8
47909,1370485723,fast food,516012.339,173756.791,18.66,False,104
47910,1370570229,shelter,547707.36,184367.631,16.44,False,8
47911,1371263904,cafe,525339.904,179466.415,70.08,False,54
47912,1371263917,department store,525326.925,179458.507,69.32,False,54
47916,1374255594,bar,524616.159,176523.037,30.09,False,149
47917,1374259772,bar,525205.055,177247.306,81.91,False,161
47920,1375162578,pub,525943.214,177434.842,32.06,False,161
47921,1375162580,pub,526402.24,177917.124,43.3,False,158
47922,1375162583,pub,525947.364,177413.97,32.39,False,161
47923,1375172418,pub,524658.277,176641.856,32.09,False,161
47924,1375172419,pub,524662.153,176653.556,32.17,False,161
47925,1375514254,supermarket,516222.966,173494.083,49.41,False,104
47936,1376880625,pub,524491.933,196721.75,38.55,False,109
47937,1376881308,bar,524464.971,196861.769,28.25,False,109
47938,1377064259,bar,531153.463,181396.992,113.47,False,94
47939,1378543898,dentist,527237.38,184313.425,21.48,False,25
47940,1379618899,convenience,537819.639,190537.248,14.88,False,28
47941,1379793013,car repair,529552.405,185968.686,27.67,False,103
47943,1387300399,bicycle,537596.576,177664.33,33.31,False,58
47944,1387329578,sports centre,534763.287,181262.024,73.2,False,22
47945,1387549550,pub,530429.711,183287.363,93.6,False,121
47946,1389431871,bar,537958.46,177260.571,29.15,False,58
47947,1389436794,place of worship,537744.476,177061.61,24.18,False,58
47948,1389436799,place of worship,538086.511,177234.479,34.12,False,16
47949,1390303288,police,533231.967,181630.168,219.68,False,52
47950,1390303302,shelter,533232.351,181644.389,216.38,False,52
47953,1391531091,clinic,523535.278,184963.081,12.34,False,65
47954,1394227267,bakery,528937.435,179058.908,110.37,False,82
47955,1394233340,fast food,532925.273,180182.535,87.93,False,52
47956,1396900452,fast food,527956.936,180990.78,125.01,False,133
47957,1396900458,bureau de change,527961.734,180991.869,125.42,False,133
47959,1398579822,car rental,532643.49,182735.979,83.04,False,43
47960,1399767717,estate agent,526813.388,185565.111,46.84,False,25
47961,1400917652,fast food,538224.101,177738.089,66.52,False,16
47963,1402815027,school,531753.945,174511.19,26.58,False,50
47964,1402845956,cafe,525932.415,173382.186,18.69,False,162
47965,1402845959,cafe,525892.677,173708.944,22.5,False,162
47966,1402845960,cafe,525889.823,173724.563,22.89,False,162
47967,1402845961,dentist,525893.393,173177.068,20.17,False,57
47968,1402845963,fast food,525891.083,173181.895,20.15,False,57
47969,1402845965,travel agency,525932.098,173375.591,18.75,False,70
47970,1402845966,computer,525865.991,173215.891,19.71,False,57
47971,1402845967,clothes,525937.186,173483.991,18.12,False,162
47972,1402845970,restaurant,525935.61,173528.337,18.48,False,162
47973,1402845971,alcohol,525902.53,173829.569,23.35,False,162
47974,1402845972,car dealer,525882.641,173786.462,23.64,False,162
47975,1402845974,convenience,525919.185,173172.463,20.21,False,57
47976,1402845976,kindergarten,525882.231,173298.185,18.99,False,70
47977,1402845978,tattoo,525862.544,173219.789,19.58,False,57
47978,1402845980,bookmaker,525880.057,173823.227,23.64,False,162
47979,1402845981,fast food,525883.044,173791.534,23.7,False,162
47980,1402845982,estate agent,525964.632,173080.2,21.03,False,57
47981,1402845993,clinic,525937.327,173328.008,18.7,False,70
47982,1402845995,car wash,525935.64,173507.431,18.34,False,162
47983,1402845997,craft,525891.946,173714.334,22.66,False,162
47984,1405736315,estate agent,528223.1,184394.335,65.93,False,98
47985,1406947874,cafe,533611.987,179626.814,53.86,False,0
47986,1408869662,shelter,548040.253,184417.957,17.09,False,8
47987,1409010782,hotel,528080.422,181101.213,147.85,False,133
47988,1409010786,parking,527970.959,181092.514,139.63,False,133
47989,1409601919,fast food,526561.643,191116.354,18.11,True,108
47990,1409601922,fast food,526612.21,191134.465,17.27,False,108
47991,1409601924,bar,526643.106,191039.988,16.25,False,108
47992,1409601925,restaurant,526588.122,191126.819,17.88,False,108
47993,1409601934,restaurant,526654.159,191043.591,16.01,False,108
47994,1409601942,restaurant,526572.313,191119.747,18.1,False,108
47995,1409601945,swimming pool,526668.781,191113.103,15.67,False,108
47996,1410974738,bag,525321.747,183705.491,86.83,False,6
47997,1412059935,restaurant,529219.49,180956.705,356.16,False,13
47998,1412069427,restaurant,529163.3,181384.479,281.14,False,13
47999,1412230321,cafe,531936.39,175840.079,29.51,False,50
48000,1413358120,pub,526183.452,177910.157,32.8,False,158
48001,1414127596,parking,532811.788,179979.717,79.26,False,72
48002,1414732291,car rental,524297.028,179200.076,33.28,False,151
48003,1416436569,cafe,537812.92,179652.634,25.41,False,152
